Año Censal,Entidad,Municipio,Actividad económica,UE Unidades económicas,J000A Total de remuneraciones (millones de pesos),H001A Personal ocupado total
2018,20 Oaxaca,299 San Pablo Yaganiza,Total municipal,235,0.594,358.0
2018,20 Oaxaca,300 San Pedro Amuzgos,Total municipal,703,5.125,1110.0
2018,20 Oaxaca,301 San Pedro Apóstol,Total municipal,123,4.201,213.0
2018,20 Oaxaca,302 San Pedro Atoyac,Total municipal,129,0.977,190.0
2018,20 Oaxaca,303 San Pedro Cajonos,Total municipal,119,0.385,222.0
2018,20 Oaxaca,304 San Pedro Coxcaltepec Cántaros,Total municipal,8,0.0,16.0
2018,20 Oaxaca,305 San Pedro Comitancillo,Total municipal,329,5.101,554.0
2018,20 Oaxaca,306 San Pedro el Alto,Total municipal,59,0.086,92.0
2018,20 Oaxaca,307 San Pedro Huamelula,Total municipal,144,3.873,306.0
2018,20 Oaxaca,308 San Pedro Huilotepec,Total municipal,179,1.677,336.0
2018,20 Oaxaca,309 San Pedro Ixcatlán,Total municipal,599,3.638,1004.0
2018,20 Oaxaca,310 San Pedro Ixtlahuaca,Total municipal,253,4.307,423.0
2018,20 Oaxaca,311 San Pedro Jaltepetongo,Total municipal,145,0.288,228.0
2018,20 Oaxaca,312 San Pedro Jicayán,Total municipal,267,2.141,506.0
2018,20 Oaxaca,313 San Pedro Jocotipac,Total municipal,212,0.121,399.0
2018,20 Oaxaca,314 San Pedro Juchatengo,Total municipal,249,6.564,445.0
2018,20 Oaxaca,315 San Pedro Mártir,Total municipal,56,0.215,94.0
2018,20 Oaxaca,316 San Pedro Mártir Quiechapa,Total municipal,54,0.922,108.0
2018,20 Oaxaca,317 San Pedro Mártir Yucuxaco,Total municipal,22,0.779,45.0
2018,20 Oaxaca,318 San Pedro Mixtepec,Total municipal,4692,538.214,14862.0
2018,20 Oaxaca,319 San Pedro Mixtepec,Total municipal,32,0.101,49.0
2018,20 Oaxaca,320 San Pedro Molinos,Total municipal,24,0.06,41.0
2018,20 Oaxaca,321 San Pedro Nopala,Total municipal,14,0.0,35.0
2018,20 Oaxaca,322 San Pedro Ocopetatillo,Total municipal,45,0.108,72.0
2018,20 Oaxaca,323 San Pedro Ocotepec,Total municipal,54,0.0,89.0
2018,20 Oaxaca,324 San Pedro Pochutla,Total municipal,2887,151.24,7034.0
2018,20 Oaxaca,325 San Pedro Quiatoni,Total municipal,405,3.504,698.0
2018,20 Oaxaca,326 San Pedro Sochiápam,Total municipal,76,0.25,132.0
2018,20 Oaxaca,327 San Pedro Tapanatepec,Total municipal,764,73.587,2410.0
2018,20 Oaxaca,328 San Pedro Taviche,Total municipal,310,0.0,707.0
2018,20 Oaxaca,329 San Pedro Teozacoalco,Total municipal,61,0.029,108.0
2018,20 Oaxaca,330 San Pedro Teutila,Total municipal,78,0.046,116.0
2018,20 Oaxaca,331 San Pedro Tidaá,Total municipal,146,0.123,209.0
2018,20 Oaxaca,332 San Pedro Topiltepec,Total municipal,10,0.0,21.0
2018,20 Oaxaca,333 San Pedro Totolápam,Total municipal,159,4.147,725.0
2018,20 Oaxaca,334 Villa de Tututepec,Total municipal,3108,92.033,6863.0
2018,20 Oaxaca,335 San Pedro Yaneri,Total municipal,21,0.0,39.0
2018,20 Oaxaca,336 San Pedro Yólox,Total municipal,43,0.495,86.0
2018,20 Oaxaca,337 San Pedro y San Pablo Ayutla,Total municipal,343,9.817,654.0
2018,20 Oaxaca,338 Villa de Etla,Total municipal,903,47.179,2276.0
2018,20 Oaxaca,339 San Pedro y San Pablo Teposcolula,Total municipal,258,9.222,469.0
2018,20 Oaxaca,340 San Pedro y San Pablo Tequixtepec,Total municipal,65,0.354,133.0
2018,20 Oaxaca,341 San Pedro Yucunama,Total municipal,10,0.559,25.0
2018,20 Oaxaca,342 San Raymundo Jalpan,Total municipal,109,27.813,319.0
2018,20 Oaxaca,343 San Sebastián Abasolo,Total municipal,97,1.833,202.0
2018,20 Oaxaca,344 San Sebastián Coatlán,Total municipal,82,1.099,150.0
2018,20 Oaxaca,345 San Sebastián Ixcapa,Total municipal,108,1.385,181.0
2018,20 Oaxaca,346 San Sebastián Nicananduta,Total municipal,360,0.795,472.0
2018,20 Oaxaca,347 San Sebastián Río Hondo,Total municipal,173,1.437,278.0
2018,20 Oaxaca,348 San Sebastián Tecomaxtlahuaca,Total municipal,213,8.017,419.0
2018,20 Oaxaca,349 San Sebastián Teitipac,Total municipal,131,0.251,217.0
2018,20 Oaxaca,350 San Sebastián Tutla,Total municipal,854,161.129,3811.0
2018,20 Oaxaca,351 San Simón Almolongas,Total municipal,62,0.374,154.0
2018,20 Oaxaca,352 San Simón Zahuatlán,Total municipal,113,0.101,157.0
2018,20 Oaxaca,353 Santa Ana,Total municipal,126,0.572,217.0
2018,20 Oaxaca,354 Santa Ana Ateixtlahuaca,Total municipal,16,0.0,44.0
2018,20 Oaxaca,355 Santa Ana Cuauhtémoc,Total municipal,25,0.0,43.0
2018,20 Oaxaca,356 Santa Ana del Valle,Total municipal,396,0.563,603.0
2018,20 Oaxaca,357 Santa Ana Tavela,Total municipal,56,0.127,89.0
2018,20 Oaxaca,358 Santa Ana Tlapacoyan,Total municipal,52,0.048,79.0
2018,20 Oaxaca,359 Santa Ana Yareni,Total municipal,42,0.079,81.0
2018,20 Oaxaca,360 Santa Ana Zegache,Total municipal,211,1.263,316.0
2018,20 Oaxaca,361 Santa Catalina Quierí,Total municipal,22,0.13,41.0
2018,20 Oaxaca,362 Santa Catarina Cuixtla,Total municipal,46,0.316,86.0
2018,20 Oaxaca,363 Santa Catarina Ixtepeji,Total municipal,158,2.859,379.0
2018,20 Oaxaca,364 Santa Catarina Juquila,Total municipal,1512,31.868,2939.0
2018,20 Oaxaca,365 Santa Catarina Lachatao,Total municipal,51,0.536,102.0
2018,20 Oaxaca,366 Santa Catarina Loxicha,Total municipal,187,1.559,270.0
2018,20 Oaxaca,367 Santa Catarina Mechoacán,Total municipal,294,1.373,456.0
2018,20 Oaxaca,368 Santa Catarina Minas,Total municipal,86,5.366,226.0
2018,20 Oaxaca,369 Santa Catarina Quiané,Total municipal,123,0.8,215.0
2018,20 Oaxaca,370 Santa Catarina Tayata,Total municipal,24,0.155,58.0
2018,20 Oaxaca,371 Santa Catarina Ticuá,Total municipal,57,0.646,95.0
2018,20 Oaxaca,372 Santa Catarina Yosonotú,Total municipal,56,0.267,82.0
2018,20 Oaxaca,373 Santa Catarina Zapoquila,Total municipal,47,0.0,90.0
2018,20 Oaxaca,374 Santa Cruz Acatepec,Total municipal,37,0.144,58.0
2018,20 Oaxaca,375 Santa Cruz Amilpas,Total municipal,555,16.257,1133.0
2018,20 Oaxaca,376 Santa Cruz de Bravo,Total municipal,24,0.034,30.0
2018,20 Oaxaca,377 Santa Cruz Itundujia,Total municipal,147,3.672,261.0
2018,20 Oaxaca,378 Santa Cruz Mixtepec,Total municipal,96,0.851,151.0
2018,20 Oaxaca,379 Santa Cruz Nundaco,Total municipal,38,0.108,59.0
2018,20 Oaxaca,380 Santa Cruz Papalutla,Total municipal,216,1.425,329.0
2018,20 Oaxaca,381 Santa Cruz Tacache de Mina,Total municipal,165,3.753,292.0
2018,20 Oaxaca,382 Santa Cruz Tacahua,Total municipal,51,0.0,85.0
2018,20 Oaxaca,383 Santa Cruz Tayata,Total municipal,11,0.022,34.0
2018,20 Oaxaca,384 Santa Cruz Xitla,Total municipal,434,3.484,521.0
2018,20 Oaxaca,385 Santa Cruz Xoxocotlán,Total municipal,3943,376.176,11505.0
2018,20 Oaxaca,386 Santa Cruz Zenzontepec,Total municipal,89,2.366,178.0
2018,20 Oaxaca,387 Santa Gertrudis,Total municipal,162,1.153,277.0
2018,20 Oaxaca,388 Santa Inés del Monte,Total municipal,19,0.0,165.0
2018,20 Oaxaca,389 Santa Inés Yatzeche,Total municipal,68,0.234,106.0
2018,20 Oaxaca,390 Santa Lucía del Camino,Total municipal,3587,413.049,11856.0
2018,20 Oaxaca,391 Santa Lucía Miahuatlán,Total municipal,39,0.169,63.0
2018,20 Oaxaca,392 Santa Lucía Monteverde,Total municipal,61,0.352,90.0
2018,20 Oaxaca,393 Santa Lucía Ocotlán,Total municipal,183,0.614,323.0
2018,20 Oaxaca,394 Santa María Alotepec,Total municipal,54,0.072,93.0
2018,20 Oaxaca,395 Santa María Apazco,Total municipal,74,0.4,94.0
2018,20 Oaxaca,396 Santa María la Asunción,Total municipal,100,0.805,161.0
2018,20 Oaxaca,397 Heroica Ciudad de Tlaxiaco,Total municipal,2548,147.095,6410.0
2018,20 Oaxaca,398 Ayoquezco de Aldama,Total municipal,388,5.416,665.0
2018,20 Oaxaca,399 Santa María Atzompa,Total municipal,1752,33.387,3225.0
2018,20 Oaxaca,400 Santa María Camotlán,Total municipal,86,0.944,124.0
2018,20 Oaxaca,401 Santa María Colotepec,Total municipal,1384,92.035,3644.0
2018,20 Oaxaca,402 Santa María Cortijo,Total municipal,71,0.222,158.0
2018,20 Oaxaca,403 Santa María Coyotepec,Total municipal,197,17.12,567.0
2018,20 Oaxaca,404 Santa María Chachoápam,Total municipal,31,0.263,66.0
2018,20 Oaxaca,405 Villa de Chilapa de Díaz,Total municipal,104,10.915,257.0
2018,20 Oaxaca,406 Santa María Chilchotla,Total municipal,337,1.693,523.0
2018,20 Oaxaca,407 Santa María Chimalapa,Total municipal,137,0.083,147.0
2018,20 Oaxaca,408 Santa María del Rosario,Total municipal,13,0.0,33.0
2018,20 Oaxaca,409 Santa María del Tule,Total municipal,672,200.249,1862.0
2018,20 Oaxaca,410 Santa María Ecatepec,Total municipal,35,1.36,64.0
2018,20 Oaxaca,411 Santa María Guelacé,Total municipal,52,0.269,93.0
2018,20 Oaxaca,412 Santa María Guienagati,Total municipal,212,2.864,367.0
2018,20 Oaxaca,413 Santa María Huatulco,Total municipal,3252,580.301,15273.0
2018,20 Oaxaca,414 Santa María Huazolotitlán,Total municipal,335,4.187,596.0
2018,20 Oaxaca,415 Santa María Ipalapa,Total municipal,118,1.039,161.0
2018,20 Oaxaca,416 Santa María Ixcatlán,Total municipal,165,0.0,293.0
2018,20 Oaxaca,417 Santa María Jacatepec,Total municipal,86,0.48,133.0
2018,20 Oaxaca,418 Santa María Jalapa del Marqués,Total municipal,1083,18.598,1891.0
2018,20 Oaxaca,419 Santa María Jaltianguis,Total municipal,49,0.73,107.0
2018,20 Oaxaca,420 Santa María Lachixío,Total municipal,45,2.37,113.0
2018,20 Oaxaca,421 Santa María Mixtequilla,Total municipal,274,2.994,505.0
2018,20 Oaxaca,422 Santa María Nativitas,Total municipal,14,0.0,26.0
2018,20 Oaxaca,423 Santa María Nduayaco,Total municipal,5,0.0,19.0
2018,20 Oaxaca,424 Santa María Ozolotepec,Total municipal,44,0.716,75.0
2018,20 Oaxaca,425 Santa María Pápalo,Total municipal,57,0.465,108.0
2018,20 Oaxaca,426 Santa María Peñoles,Total municipal,38,0.064,93.0
2018,20 Oaxaca,427 Santa María Petapa,Total municipal,300,11.954,586.0
2018,20 Oaxaca,428 Santa María Quiegolani,Total municipal,32,0.125,49.0
2018,20 Oaxaca,429 Santa María Sola,Total municipal,58,0.343,133.0
2018,20 Oaxaca,430 Santa María Tataltepec,Total municipal,32,0.213,73.0
2018,20 Oaxaca,431 Santa María Tecomavaca,Total municipal,72,0.825,119.0
2018,20 Oaxaca,432 Santa María Temaxcalapa,Total municipal,49,0.408,130.0
2018,20 Oaxaca,433 Santa María Temaxcaltepec,Total municipal,46,0.3,79.0
2018,20 Oaxaca,434 Santa María Teopoxco,Total municipal,49,0.29,84.0
2018,20 Oaxaca,435 Santa María Tepantlali,Total municipal,78,0.48,170.0
2018,20 Oaxaca,436 Santa María Texcatitlán,Total municipal,278,0.0,413.0
2018,20 Oaxaca,437 Santa María Tlahuitoltepec,Total municipal,305,7.311,628.0
2018,20 Oaxaca,438 Santa María Tlalixtac,Total municipal,51,0.267,85.0
2018,20 Oaxaca,439 Santa María Tonameca,Total municipal,1308,39.021,2822.0
2018,20 Oaxaca,440 Santa María Totolapilla,Total municipal,35,0.056,53.0
2018,20 Oaxaca,441 Santa María Xadani,Total municipal,1683,8.429,2133.0
2018,20 Oaxaca,442 Santa María Yalina,Total municipal,17,0.237,59.0
2018,20 Oaxaca,443 Santa María Yavesía,Total municipal,29,0.171,53.0
2018,20 Oaxaca,444 Santa María Yolotepec,Total municipal,22,0.0,38.0
2018,20 Oaxaca,445 Santa María Yosoyúa,Total municipal,20,0.0,31.0
2018,20 Oaxaca,446 Santa María Yucuhiti,Total municipal,35,0.892,82.0
2018,20 Oaxaca,447 Santa María Zacatepec,Total municipal,685,12.926,1320.0
2018,20 Oaxaca,448 Santa María Zaniza,Total municipal,39,0.132,80.0
2018,20 Oaxaca,449 Santa María Zoquitlán,Total municipal,132,2.148,211.0
2018,20 Oaxaca,450 Santiago Amoltepec,Total municipal,146,2.778,250.0
2018,20 Oaxaca,451 Santiago Apoala,Total municipal,53,0.224,93.0
2018,20 Oaxaca,452 Santiago Apóstol,Total municipal,393,0.949,558.0
2018,20 Oaxaca,453 Santiago Astata,Total municipal,211,5.747,342.0
2018,20 Oaxaca,454 Santiago Atitlán,Total municipal,38,0.231,72.0
2018,20 Oaxaca,455 Santiago Ayuquililla,Total municipal,114,1.21,217.0
2018,20 Oaxaca,456 Santiago Cacaloxtepec,Total municipal,158,0.537,246.0
2018,20 Oaxaca,457 Santiago Camotlán,Total municipal,31,0.363,61.0
2018,20 Oaxaca,458 Santiago Comaltepec,Total municipal,30,0.34,61.0
2018,20 Oaxaca,459 Santiago Chazumba,Total municipal,267,6.056,470.0
2018,20 Oaxaca,460 Santiago Choápam,Total municipal,84,0.022,145.0
2018,20 Oaxaca,461 Santiago del Río,Total municipal,16,0.4,39.0
2018,20 Oaxaca,462 Santiago Huajolotitlán,Total municipal,140,6.037,322.0
2018,20 Oaxaca,463 Santiago Huauclilla,Total municipal,18,0.041,29.0
2018,20 Oaxaca,464 Santiago Ihuitlán Plumas,Total municipal,33,0.293,51.0
2018,20 Oaxaca,465 Santiago Ixcuintepec,Total municipal,45,0.046,76.0
2018,20 Oaxaca,466 Santiago Ixtayutla,Total municipal,173,1.053,305.0
2018,20 Oaxaca,467 Santiago Jamiltepec,Total municipal,1087,30.729,2181.0
2018,20 Oaxaca,468 Santiago Jocotepec,Total municipal,98,0.298,158.0
2018,20 Oaxaca,469 Santiago Juxtlahuaca,Total municipal,1386,75.815,3050.0
2018,20 Oaxaca,470 Santiago Lachiguiri,Total municipal,75,1.271,152.0
2018,20 Oaxaca,471 Santiago Lalopa,Total municipal,22,0.034,35.0
2018,20 Oaxaca,472 Santiago Laollaga,Total municipal,253,2.576,395.0
2018,20 Oaxaca,473 Santiago Laxopa,Total municipal,27,0.139,62.0
2018,20 Oaxaca,474 Santiago Llano Grande,Total municipal,123,1.148,195.0
2018,20 Oaxaca,475 Santiago Matatlán,Total municipal,782,23.728,1739.0
2018,20 Oaxaca,476 Santiago Miltepec,Total municipal,39,0.174,82.0
2018,20 Oaxaca,477 Santiago Minas,Total municipal,21,0.067,36.0
2018,20 Oaxaca,478 Santiago Nacaltepec,Total municipal,26,0.057,45.0
2018,20 Oaxaca,479 Santiago Nejapilla,Total municipal,8,0.0,30.0
2018,20 Oaxaca,480 Santiago Nundiche,Total municipal,16,0.089,37.0
2018,20 Oaxaca,481 Santiago Nuyoó,Total municipal,31,1.124,76.0
2018,20 Oaxaca,482 Santiago Pinotepa Nacional,Total municipal,3422,388.628,10283.0
2018,20 Oaxaca,483 Santiago Suchilquitongo,Total municipal,376,3.534,640.0
2018,20 Oaxaca,484 Santiago Tamazola,Total municipal,255,2.887,412.0
2018,20 Oaxaca,485 Santiago Tapextla,Total municipal,56,0.332,99.0
2018,20 Oaxaca,486 Villa Tejúpam de la Unión,Total municipal,128,3.747,288.0
2018,20 Oaxaca,487 Santiago Tenango,Total municipal,27,0.0,42.0
2018,20 Oaxaca,488 Santiago Tepetlapa,Total municipal,17,0.0,23.0
2018,20 Oaxaca,489 Santiago Tetepec,Total municipal,76,0.194,150.0
2018,20 Oaxaca,490 Santiago Texcalcingo,Total municipal,46,0.123,69.0
2018,20 Oaxaca,491 Santiago Textitlán,Total municipal,43,0.44,87.0
2018,20 Oaxaca,492 Santiago Tilantongo,Total municipal,55,0.645,119.0
2018,20 Oaxaca,493 Santiago Tillo,Total municipal,14,0.282,41.0
2018,20 Oaxaca,494 Santiago Tlazoyaltepec,Total municipal,18,0.024,74.0
2018,20 Oaxaca,495 Santiago Xanica,Total municipal,37,0.326,78.0
2018,20 Oaxaca,496 Santiago Xiacuí,Total municipal,35,1.039,82.0
2018,20 Oaxaca,497 Santiago Yaitepec,Total municipal,372,1.769,560.0
2018,20 Oaxaca,498 Santiago Yaveo,Total municipal,41,0.485,68.0
2018,20 Oaxaca,499 Santiago Yolomécatl,Total municipal,212,4.726,333.0
2018,20 Oaxaca,500 Santiago Yosondúa,Total municipal,219,3.176,350.0
2018,20 Oaxaca,501 Santiago Yucuyachi,Total municipal,37,0.069,51.0
2018,20 Oaxaca,502 Santiago Zacatepec,Total municipal,108,0.31,160.0
2018,20 Oaxaca,503 Santiago Zoochila,Total municipal,31,0.04,77.0
2018,20 Oaxaca,504 Nuevo Zoquiápam,Total municipal,72,0.562,159.0
2018,20 Oaxaca,505 Santo Domingo Ingenio,Total municipal,501,8.81,893.0
2018,20 Oaxaca,506 Santo Domingo Albarradas,Total municipal,81,0.038,128.0
2018,20 Oaxaca,507 Santo Domingo Armenta,Total municipal,161,1.32,238.0
2018,20 Oaxaca,508 Santo Domingo Chihuitán,Total municipal,120,2.248,216.0
2018,20 Oaxaca,509 Santo Domingo de Morelos,Total municipal,202,4.976,521.0
2018,20 Oaxaca,510 Santo Domingo Ixcatlán,Total municipal,26,0.0,32.0
2018,20 Oaxaca,511 Santo Domingo Nuxaá,Total municipal,25,0.266,68.0
2018,20 Oaxaca,512 Santo Domingo Ozolotepec,Total municipal,23,0.475,52.0
2018,20 Oaxaca,513 Santo Domingo Petapa,Total municipal,334,2.501,547.0
2018,20 Oaxaca,514 Santo Domingo Roayaga,Total municipal,16,0.079,54.0
2018,20 Oaxaca,515 Santo Domingo Tehuantepec,Total municipal,4515,235.115,10216.0
2018,20 Oaxaca,516 Santo Domingo Teojomulco,Total municipal,219,3.462,376.0
2018,20 Oaxaca,517 Santo Domingo Tepuxtepec,Total municipal,149,2.431,246.0
2018,20 Oaxaca,518 Santo Domingo Tlatayápam,Total municipal,8,0.023,26.0
2018,20 Oaxaca,519 Santo Domingo Tomaltepec,Total municipal,180,3.082,396.0
2018,20 Oaxaca,520 Santo Domingo Tonalá,Total municipal,267,12.834,612.0
2018,20 Oaxaca,521 Santo Domingo Tonaltepec,Total municipal,14,0.0,31.0
2018,20 Oaxaca,522 Santo Domingo Xagacía,Total municipal,92,0.08,147.0
2018,20 Oaxaca,523 Santo Domingo Yanhuitlán,Total municipal,83,2.785,167.0
2018,20 Oaxaca,524 Santo Domingo Yodohino,Total municipal,86,0.0,103.0
2018,20 Oaxaca,525 Santo Domingo Zanatepec,Total municipal,798,17.436,1473.0
2018,20 Oaxaca,526 Santos Reyes Nopala,Total municipal,651,21.946,1236.0
2018,20 Oaxaca,527 Santos Reyes Pápalo,Total municipal,72,0.0,159.0
2018,20 Oaxaca,528 Santos Reyes Tepejillo,Total municipal,114,0.568,219.0
2018,20 Oaxaca,529 Santos Reyes Yucuná,Total municipal,9,0.0,19.0
2018,20 Oaxaca,530 Santo Tomás Jalieza,Total municipal,280,0.48,500.0
2018,20 Oaxaca,531 Santo Tomás Mazaltepec,Total municipal,340,1.388,531.0
2018,20 Oaxaca,532 Santo Tomás Ocotepec,Total municipal,43,0.336,72.0
2018,20 Oaxaca,533 Santo Tomás Tamazulapan,Total municipal,81,6.141,184.0
2018,20 Oaxaca,534 San Vicente Coatlán,Total municipal,317,1.139,541.0
2018,20 Oaxaca,535 San Vicente Lachixío,Total municipal,86,0.022,167.0
2018,20 Oaxaca,536 San Vicente Nuñú,Total municipal,24,1.471,62.0
2018,20 Oaxaca,537 Silacayoápam,Total municipal,208,4.065,443.0
2018,20 Oaxaca,538 Sitio de Xitlapehua,Total municipal,26,0.162,42.0
2018,20 Oaxaca,539 Soledad Etla,Total municipal,334,4.208,680.0
2018,20 Oaxaca,540 Villa de Tamazulápam del Progreso,Total municipal,697,22.354,1487.0
2018,20 Oaxaca,541 Tanetze de Zaragoza,Total municipal,62,0.492,135.0
2018,20 Oaxaca,542 Taniche,Total municipal,28,0.502,70.0
2018,20 Oaxaca,543 Tataltepec de Valdés,Total municipal,183,1.282,346.0
2018,20 Oaxaca,544 Teococuilco de Marcos Pérez,Total municipal,69,0.355,143.0
2018,20 Oaxaca,545 Teotitlán de Flores Magón,Total municipal,624,21.358,1284.0
2018,20 Oaxaca,546 Teotitlán del Valle,Total municipal,1094,4.753,2079.0
2018,20 Oaxaca,547 Teotongo,Total municipal,53,0.612,96.0
2018,20 Oaxaca,548 Tepelmeme Villa de Morelos,Total municipal,155,0.542,263.0
2018,20 Oaxaca,"549 Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Total municipal,323,8.405,611.0
2018,20 Oaxaca,550 San Jerónimo Tlacochahuaya,Total municipal,401,3.308,650.0
2018,20 Oaxaca,551 Tlacolula de Matamoros,Total municipal,1831,84.778,3932.0
2018,20 Oaxaca,552 Tlacotepec Plumas,Total municipal,48,0.0,68.0
2018,20 Oaxaca,553 Tlalixtac de Cabrera,Total municipal,947,102.919,3098.0
2018,20 Oaxaca,554 Totontepec Villa de Morelos,Total municipal,97,0.501,187.0
2018,20 Oaxaca,555 Trinidad Zaachila,Total municipal,57,0.166,99.0
2018,20 Oaxaca,556 La Trinidad Vista Hermosa,Total municipal,10,0.058,22.0
2018,20 Oaxaca,557 Unión Hidalgo,Total municipal,1005,21.498,1884.0
2018,20 Oaxaca,558 Valerio Trujano,Total municipal,28,0.032,47.0
2018,20 Oaxaca,559 San Juan Bautista Valle Nacional,Total municipal,574,20.289,1300.0
2018,20 Oaxaca,560 Villa Díaz Ordaz,Total municipal,764,2.199,1224.0
2018,20 Oaxaca,561 Yaxe,Total municipal,222,0.893,324.0
2018,20 Oaxaca,562 Magdalena Yodocono de Porfirio Díaz,Total municipal,99,2.0,216.0
2018,20 Oaxaca,563 Yogana,Total municipal,54,0.797,131.0
2018,20 Oaxaca,564 Yutanduchi de Guerrero,Total municipal,307,0.168,444.0
2018,20 Oaxaca,565 Villa de Zaachila,Total municipal,2473,51.06,4765.0
2018,20 Oaxaca,566 San Mateo Yucutindoo,Total municipal,57,0.996,110.0
2018,20 Oaxaca,567 Zapotitlán Lagunas,Total municipal,129,1.434,221.0
2018,20 Oaxaca,568 Zapotitlán Palmas,Total municipal,321,0.401,506.0
2018,20 Oaxaca,569 Santa Inés de Zaragoza,Total municipal,32,1.783,80.0
2018,20 Oaxaca,570 Zimatlán de Álvarez,Total municipal,1378,43.113,2774.0
2018,21 Puebla,001 Acajete,Total municipal,2513,193.758,5667.0
2018,21 Puebla,002 Acateno,Total municipal,259,6.132,462.0
2018,21 Puebla,003 Acatlán,Total municipal,2212,119.492,5067.0
2018,21 Puebla,004 Acatzingo,Total municipal,3163,142.714,6999.0
2018,21 Puebla,005 Acteopan,Total municipal,575,0.774,1220.0
2018,21 Puebla,006 Ahuacatlán,Total municipal,299,8.052,692.0
2018,21 Puebla,007 Ahuatlán,Total municipal,59,0.329,97.0
2018,21 Puebla,008 Ahuazotepec,Total municipal,290,68.376,1044.0
2018,21 Puebla,009 Ahuehuetitla,Total municipal,59,0.637,89.0
2018,21 Puebla,010 Ajalpan,Total municipal,4174,267.5,11581.0
2018,21 Puebla,011 Albino Zertuche,Total municipal,171,2.111,335.0
2018,21 Puebla,012 Aljojuca,Total municipal,274,1.955,409.0
2018,21 Puebla,013 Altepexi,Total municipal,2301,132.649,5941.0
2018,21 Puebla,014 Amixtlán,Total municipal,146,1.223,238.0
2018,21 Puebla,015 Amozoc,Total municipal,5568,1467.037,21153.0
2018,21 Puebla,016 Aquixtla,Total municipal,148,6.82,368.0
2018,21 Puebla,017 Atempan,Total municipal,1007,35.992,2029.0
2018,21 Puebla,018 Atexcal,Total municipal,67,0.371,99.0
2018,21 Puebla,019 Atlixco,Total municipal,7338,800.404,23327.0
2018,21 Puebla,020 Atoyatempan,Total municipal,534,16.435,1014.0
2018,21 Puebla,021 Atzala,Total municipal,47,0.555,79.0
2018,21 Puebla,022 Atzitzihuacán,Total municipal,427,8.13,899.0
2018,21 Puebla,023 Atzitzintla,Total municipal,201,2.239,353.0
2018,21 Puebla,024 Axutla,Total municipal,26,1.137,50.0
2018,21 Puebla,025 Ayotoxco de Guerrero,Total municipal,362,12.233,657.0
2018,21 Puebla,026 Calpan,Total municipal,718,9.176,1409.0
2018,21 Puebla,027 Caltepec,Total municipal,42,0.429,104.0
2018,21 Puebla,028 Camocuautla,Total municipal,60,0.266,122.0
2018,21 Puebla,029 Caxhuacan,Total municipal,153,2.133,289.0
2018,21 Puebla,030 Coatepec,Total municipal,27,0.51,52.0
2018,21 Puebla,031 Coatzingo,Total municipal,187,2.766,338.0
2018,21 Puebla,032 Cohetzala,Total municipal,42,0.501,68.0
2018,21 Puebla,033 Cohuecan,Total municipal,451,0.418,1043.0
2018,21 Puebla,034 Coronango,Total municipal,2671,613.738,10257.0
2018,21 Puebla,035 Coxcatlán,Total municipal,609,56.112,1377.0
2018,21 Puebla,036 Coyomeapan,Total municipal,116,1.354,191.0
2018,21 Puebla,037 Coyotepec,Total municipal,75,0.143,121.0
2018,21 Puebla,038 Cuapiaxtla de Madero,Total municipal,602,54.394,1689.0
2018,21 Puebla,039 Cuautempan,Total municipal,192,1.978,361.0
2018,21 Puebla,040 Cuautinchán,Total municipal,138,1.386,203.0
2018,21 Puebla,041 Cuautlancingo,Total municipal,3840,10780.901,62894.0
2018,21 Puebla,042 Cuayuca de Andrade,Total municipal,85,1.401,180.0
2018,21 Puebla,043 Cuetzalan del Progreso,Total municipal,1248,52.364,2792.0
2018,21 Puebla,044 Cuyoaco,Total municipal,392,12.862,999.0
2018,21 Puebla,045 Chalchicomula de Sesma,Total municipal,2170,179.384,5352.0
2018,21 Puebla,046 Chapulco,Total municipal,442,25.539,1224.0
2018,21 Puebla,047 Chiautla,Total municipal,1204,38.708,2472.0
2018,21 Puebla,048 Chiautzingo,Total municipal,803,8.643,1437.0
2018,21 Puebla,049 Chiconcuautla,Total municipal,182,2.06,307.0
2018,21 Puebla,050 Chichiquila,Total municipal,174,2.558,371.0
2018,21 Puebla,051 Chietla,Total municipal,1437,448.482,3920.0
2018,21 Puebla,052 Chigmecatitlán,Total municipal,383,0.264,615.0
2018,21 Puebla,053 Chignahuapan,Total municipal,2603,141.355,6442.0
2018,21 Puebla,054 Chignautla,Total municipal,977,84.472,3260.0
2018,21 Puebla,055 Chila,Total municipal,159,2.581,261.0
2018,21 Puebla,056 Chila de la Sal,Total municipal,71,0.128,112.0
2018,21 Puebla,057 Honey,Total municipal,127,4.542,321.0
2018,21 Puebla,058 Chilchotla,Total municipal,750,11.16,1377.0
2018,21 Puebla,059 Chinantla,Total municipal,121,2.113,196.0
2018,21 Puebla,060 Domingo Arenas,Total municipal,227,2.69,379.0
2018,21 Puebla,061 Eloxochitlán,Total municipal,140,0.876,239.0
2018,21 Puebla,062 Epatlán,Total municipal,156,6.045,368.0
2018,21 Puebla,063 Esperanza,Total municipal,648,11.964,1187.0
2018,21 Puebla,064 Francisco Z. Mena,Total municipal,440,13.774,891.0
2018,21 Puebla,065 General Felipe Ángeles,Total municipal,871,9.842,1586.0
2018,21 Puebla,066 Guadalupe,Total municipal,209,3.73,325.0
