codigo,codigo_nuevo,clasificador,nombre_ocupacion
25-2012,149,onet,"Kindergarten Teachers, Except Special Education"
2335,149,sinco,Profesores de enseñanza preescolar
2532,150,sinco,Auxiliares en servicios jurídicos
23-2093,150,onet,"Title Examiners, Abstractors, and Searchers"
23-2099,150,onet,"Legal Support Workers, All Other"
19-4041,151,onet,"Geological Technicians, Except Hydrologic Technicians"
17-3031,151,onet,Surveying and Mapping Technicians
2622,151,sinco,"Auxiliares y técnicos topógrafos, en hidrología y geología"
2661,152,sinco,Controladores de tráfico aéreo
53-2021,152,onet,Air Traffic Controllers
53-2022,152,onet,Airfield Operations Specialists
2716,153,sinco,Profesores en educación física y deporte
39-9031,153,onet,Exercise Trainers and Group Fitness Instructors
39-9032,153,onet,Recreation Workers
3201,154,sinco,Supervisores de trabajadores que brindan y manejan información
3101,154,sinco,"Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
43-1011,154,onet,First-Line Supervisors of Office and Administrative Support Workers
43-3011,155,onet,Bill and Account Collectors
3122,155,sinco,"Cobradores, pagadores y prestamistas"
41-2012,155,onet,Gambling Change Persons and Booth Cashiers
43-3071,156,onet,Tellers
3121,156,sinco,"Cajeros, taquilleros y receptores de apuestas"
43-3041,156,onet,Gambling Cage Workers
3132,157,sinco,Encargados y trabajadores en control de almacén y bodega
43-4151,157,onet,Order Clerks
43-5111,157,onet,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-5032,158,onet,"Dispatchers, Except Police, Fire, and Ambulance"
3141,158,sinco,Despachadores de transporte
43-5031,158,onet,"Police, Fire, and Ambulance Dispatchers"
3213,159,sinco,Telefonistas y telegrafistas
43-2021,159,onet,Telephone Operators
43-2099,159,onet,"Communications Equipment Operators, All Other"
41-3041,160,onet,Travel Agents
43-4181,160,onet,Reservation and Transportation Ticket Agents and Travel Clerks
3221,160,sinco,Trabajadores en agencias de viajes
3231,161,sinco,Encuestadores
43-4111,161,onet,"Interviewers, Except Eligibility and Loan"
43-4061,161,onet,"Eligibility Interviewers, Government Programs"
4201,162,sinco,Encargados y supervisores de ventas de productos y de servicios financieros y de alquiler
41-1011,162,onet,First-Line Supervisors of Retail Sales Workers
41-1012,162,onet,First-Line Supervisors of Non-Retail Sales Workers
39-4011,163,onet,Embalmers
39-4021,163,onet,Funeral Attendants
5253,163,sinco,Trabajadores en servicios funerarios
39-2011,164,onet,Animal Trainers
5254,164,sinco,Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas
39-2021,164,onet,Nonfarm Animal Caretakers
6128,165,sinco,Trabajadores en actividades de beneficio de productos pecuarios
6129,165,sinco,"Otros trabajadores en actividades ganaderas y en la cría de animales, no clasificados anteriormente"
45-2041,165,onet,"Graders and Sorters, Agricultural Products"
7112,166,sinco,"Trabajadores en la extracción de cantera, arcilla, arena, piedra y grava"
47-5051,166,onet,"Rock Splitters, Quarry"
7111,166,sinco,Mineros y trabajadores en la extracción en minas de minerales metálicos
7121,167,sinco,"Albañiles, mamposteros y afines"
47-2021,167,onet,Brickmasons and Blockmasons
47-2022,167,onet,Stonemasons
47-2141,168,onet,"Painters, Construction and Maintenance"
47-2142,168,onet,Paperhangers
7135,168,sinco,Pintores de brocha gorda
51-4072,169,onet,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4071,169,onet,Foundry Mold and Coremakers
7412,169,sinco,Trabajadores en la elaboración de sustancias y compuestos químicos
7332,170,sinco,Tejedores de fibras
51-6051,170,onet,"Sewers, Hand"
51-6052,170,onet,"Tailors, Dressmakers, and Custom Sewers"
51-7042,171,onet,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
51-7041,171,onet,"Sawing Machine Setters, Operators, and Tenders, Wood"
8142,171,sinco,"Operadores de máquinas para la elaboración de productos de madera, bejuco, mimbre  y similares"
53-2012,172,onet,Commercial Pilots
53-2011,172,onet,"Airline Pilots, Copilots, and Flight Engineers"
8311,172,sinco,Pilotos de aviación
47-5081,173,onet,Helpers--Extraction Workers
9212,173,sinco,Trabajadores de apoyo en la extracción
47-5071,173,onet,"Roustabouts, Oil and Gas"
9321,174,sinco,Conductores de vehículos de transporte en bicicleta
53-6099,174,onet,"Transportation Workers, All Other"
9322,174,sinco,"Conductores de transporte de tracción animal (carretas, arrieros, etcétera)"
39-6011,175,onet,Baggage Porters and Bellhops
9711,175,sinco,"Trabajadores de paquetería, maleteros y botones de hotel"
39-6012,175,onet,Concierges
43-5021,176,onet,Couriers and Messengers
9722,176,sinco,Repartidores de mensajería (a pie y en bicicleta) y mandaderos
9723,176,sinco,Repartidores de mercancías (a pie y en bicicleta)
21-2021,177,onet,"Directors, Religious Activities and Education"
1135,177,sinco,Directores de organizaciones civiles y religiosas
11-9021,178,onet,Construction Managers
1615,178,sinco,"Coordinadores y jefes de área en construcción, reparación y mantenimiento"
11-9081,179,onet,Lodging Managers
1412,179,sinco,Directores y gerentes de restaurantes y hoteles
1423,180,sinco,Directores y gerentes en servicios funerarios y otros servicios
11-9071,180,onet,Gambling Managers
1612,181,sinco,"Coordinadores y jefes de área en producción minera, petrolera y gas"
47-1011,181,onet,First-Line Supervisors of Construction Trades and Extraction Workers
39-4031,182,onet,"Morticians, Undertakers, and Funeral Arrangers"
1723,182,sinco,Coordinadores y jefes de área en servicios funerarios y otros servicios
11-9131,183,onet,Postmasters and Mail Superintendents
1999,183,sinco,"Otros directores, funcionarios, gerentes, coordinadores y jefes de área, no clasificados anteriormente"
2522,184,sinco,Agentes aduanales y fronterizos
13-2082,184,onet,Tax Preparers
2123,185,sinco,"Economistas, consultores e investigadores en política económica"
19-3011,185,onet,Economists
2145,186,sinco,"Sacerdotes, pastores y otros teólogos"
21-2011,186,onet,Clergy
19-1032,187,onet,Foresters
2233,187,sinco,Especialistas en forestación
17-2041,188,onet,Chemical Engineers
2251,188,sinco,Ingenieros químicos
2253,189,sinco,Ingenieros industriales
17-2112,189,onet,Industrial Engineers
17-1021,190,onet,Cartographers and Photogrammetrists
2262,190,sinco,"Ingenieros en topografía, hidrología, geología y geodesia"
2411,191,sinco,Médicos generales y familiares
29-1071,191,onet,Physician Assistants
17-2031,192,onet,Biomedical Engineers
2421,192,sinco,Ingenieros biomédicos
29-1041,193,onet,Optometrists
2422,193,sinco,Optometristas
29-1031,194,onet,Dietitians and Nutritionists
2423,194,sinco,Nutriólogos
2824,195,sinco,Parteras
29-1161,195,onet,Nurse Midwives
2428,196,sinco,Farmacólogos
29-1051,196,onet,Pharmacists
2513,197,sinco,Tramitadores aduanales
43-5011,197,onet,Cargo and Freight Agents
21-2099,198,onet,"Religious Workers, All Other"
2533,198,sinco,Monjas y predicadores
2553,199,sinco,"Payasos, mimos y cirqueros"
27-2099,199,onet,"Entertainers and Performers, Sports and Related Workers, All Other"
2651,200,sinco,"Técnicos en la instalación y reparación de redes, equipos y en sistemas computacionales"
49-2011,200,onet,"Computer, Automated Teller, and Office Machine Repairers"
2637,201,sinco,"Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado"
49-9021,201,onet,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
27-4021,202,onet,Photographers
2655,202,sinco,Fotógrafos
2713,203,sinco,Instructores en estudios y capacitación comercial y administrativa
13-1151,203,onet,Training and Development Specialists
2811,204,sinco,Enfermeras (técnicas)
29-2061,204,onet,Licensed Practical and Licensed Vocational Nurses
2826,205,sinco,"Curanderos, hierberos y hueseros"
29-1011,205,onet,Chiropractors
29-2071,206,onet,Medical Registrar and Records Specialists
2822,206,sinco,Auxiliares y asistentes dentales
53-3011,207,onet,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
8342,207,sinco,"Conductores de autobuses, camiones, camionetas, taxis y automóviles de pasajeros"
37-2021,208,onet,Pest Control Workers
2827,208,sinco,Fumigadores y controladores de plagas
3114,209,sinco,"Operadores de máquinas de oficina (fotocopiadora, etcétera)"
43-9071,209,onet,"Office Machine Operators, Except Computer"
9732,210,sinco,Recolectores de dinero
41-2011,210,onet,Cashiers
3212,211,sinco,Trabajadores que brindan información por teléfono (centro de llamadas) y anunciadores
43-2011,211,onet,"Switchboard Operators, Including Answering Service"
35-9099,212,onet,"Food Preparation and Serving Related Workers, All Other"
9521,212,sinco,Preparadores y vendedores ambulantes de alimentos
41-9041,213,onet,Telemarketers
4213,213,sinco,Vendedores por teléfono
4224,214,sinco,Vendedores por catálogo
41-3099,214,onet,"Sales Representatives, Services, All Other"
4232,215,sinco,Edecanes
35-9031,215,onet,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
5115,216,sinco,Cantineros
35-3011,216,onet,Bartenders
9622,217,sinco,Recamaristas y camaristas
35-3031,217,onet,Waiters and Waitresses
5116,218,sinco,Meseros
35-9011,218,onet,Dining Room and Cafeteria Attendants and Bartender Helpers
39-1021,219,onet,First-Line Supervisors of Personal Service Workers
5201,219,sinco,Supervisores y encargados de trabajadores en cuidados personales y del hogar
53-2031,220,onet,Flight Attendants
5231,220,sinco,Azafatas y sobrecargos
33-2011,221,onet,Firefighters
5311,221,sinco,Bomberos
7113,222,sinco,Dinamiteros y buzos en perforación de pozos y en la construcción
47-5031,222,onet,"Explosives Workers, Ordnance Handling Experts, and Blasters"
7122,223,sinco,"Techadores (colocadores de palapas, etcétera)"
47-2181,223,onet,Roofers
7123,224,sinco,Carpinteros de obra negra
47-2031,224,onet,Carpenters
47-2221,225,onet,Structural Iron and Steel Workers
7214,225,sinco,Montadores de estructuras metálicas
51-9151,226,onet,Photographic Process Workers and Processing Machine Operators
7323,226,sinco,Reveladores e impresores de fotografías
7513,227,sinco,"Trabajadores en la elaboración de pan, tortilla, repostería, y otros productos de cereales y harinas"
51-3011,227,onet,Bakers
51-8031,228,onet,Water and Wastewater Treatment Plant and System Operators
8134,228,sinco,Operadores de máquinas para el tratamiento de agua
9641,229,sinco,Lavanderos en establecimientos
51-6011,229,onet,Laundry and Dry-Cleaning Workers
9642,230,sinco,Planchadores y tintoreros en establecimientos
51-6021,230,onet,"Pressers, Textile, Garment, and Related Materials"
8322,231,sinco,Oficiales y marineros de cubierta y prácticos
53-5011,231,onet,Sailors and Marine Oilers
53-5031,232,onet,Ship Engineers
8323,232,sinco,Oficiales maquinistas de transporte marítimo
53-7031,233,onet,Dredge Operators
8351,233,sinco,Conductores de maquinaria móvil para la construcción y minería
9211,234,sinco,Trabajadores de apoyo en la minería
47-5099,234,onet,"Extraction Workers, All Other"
53-6061,235,onet,Transportation Passenger Attendants
9311,235,sinco,Ayudantes de conductores de transporte terrestre con motor
9633,236,sinco,Cuidadores y acomodadores de autos en estacionamientos
53-6021,236,onet,Parking Attendants
47-4041,237,onet,Hazardous Materials Removal Workers
9663,237,sinco,Recolectores de otros materiales
9731,238,sinco,Lecturistas de medidores
43-5041,238,onet,"Meter Readers, Utilities"
